$X,$Y,$H,$SL1,$SL2,$SL3,$SL4,$WWR_S,$WWR_N,$WWR_E, $WWR_W,$ORI,$WALL_U,$WIN_U,$GFLOOR_U, $FLOOR_SH,$ROOF_U,$WIN_G,$ACH,$LHG,$EHG,$ChillerCOP,$BoilerEfficiency,$ChillerPumpTypeCat,$BoilerPumpTypeCat,$ChillerTypeCat,Peak: Ground Floor,Peak: Intermediate Floor,Peak: Top Floor,Mean: Ground Floor,Mean: Intermediate Floor,Mean: Top Floor,Peak: Boiler Energy,Mean: Boiler Energy,Total: Boiler Energy
47.24609375,56.73828125,5.821289063,4.400615234,0.706845703,1.340341797,0.161064453,0.047636719,0.231230469,0.354238281,0.192675781,164.8828125,0.054570313,1.052246094,0.053867188,1053.222656,0.063164063,0.56328125,0.85546875,11.93847656,10.34667969,4.415039063,0.811621094,1,0,1,105350.4832,290813.609,116387.9121,6950.968031,14826.16305,8184.297547,546806.3446,36392.11362,318794915.3
39.74609375,34.23828125,4.696289063,3.776865234,0.083095703,0.716591797,3.279814453,0.635136719,0.583730469,0.706738281,0.545175781,119.8828125,0.039570313,0.864746094,0.058867188,1090.722656,0.068164063,0.66328125,0.55546875,5.813476563,14.72167969,3.290039063,0.999121094,1,0,0,36558.86958,87709.40442,36260.07421,2249.604432,3127.596823,1969.51917,171403.1147,9403.943665,82378546.5
69.74609375,64.23828125,3.196289063,1.281865234,2.578095703,3.211591797,0.784814453,0.165136719,0.113730469,0.236738281,0.075175781,-60.1171875,0.059570313,1.614746094,0.038867188,940.7226563,0.048164063,0.26328125,0.95546875,9.313476563,12.22167969,4.790039063,0.849121094,0,1,1,84814.98165,218205.008,97030.21689,3604.50926,5315.647791,3303.747734,494273.2654,16883.39768,147898563.7
54.74609375,49.23828125,5.446289063,2.529365234,3.825595703,4.459091797,4.527314453,0.400136719,0.348730469,0.471738281,0.310175781,-150.1171875,0.049570313,1.239746094,0.048867188,1165.722656,0.038164063,0.86328125,0.75546875,7.563476563,13.47167969,5.540039063,0.924121094,1,0,1,96605.59026,265494.496,98514.72725,6507.708976,13257.44254,6064.729241,489006.9193,31164.26451,272998957.1
24.74609375,79.23828125,3.946289063,0.034365234,1.330595703,1.964091797,2.032314453,0.870136719,0.818730469,0.941738281,0.780175781,29.8828125,0.069570313,1.989746094,0.068867188,1015.722656,0.058164063,0.46328125,0.35546875,11.06347656,10.97167969,4.040039063,0.774121094,0,1,0,44209.74639,104045.313,40495.58513,3296.454028,4820.762027,2639.728135,230049.1163,15398.30619,134889162.3
26.62109375,47.36328125,5.165039063,4.868427734,3.669658203,3.367529297,1.252626953,0.370761719,0.906855469,0.383613281,0.809550781,108.6328125,0.030820313,1.661621094,0.042617188,1118.847656,0.051914063,0.18828125,0.73046875,7.782226563,11.75292969,4.133789063,0.764746094,0,0,1,51737.55344,147625.1795,54982.46393,4313.659007,9867.735384,4569.243778,268147.8674,25299.01706,221619389.5
56.62109375,77.36328125,3.665039063,2.373427734,1.174658203,0.872529297,3.747626953,0.840761719,0.436855469,0.853613281,0.339550781,-71.3671875,0.050820313,0.911621094,0.062617188,968.8476563,0.031914063,0.58828125,0.33046875,11.28222656,14.25292969,5.633789063,0.914746094,1,1,0,27967.46834,27866.67401,15301.86042,2330.445113,963.0040763,616.2644953,196339.7822,2545.875016,22301865.14
71.62109375,32.36328125,5.915039063,3.620927734,2.422158203,2.120029297,2.500126953,0.605761719,0.201855469,0.618613281,0.104550781,-161.3671875,0.040820313,1.286621094,0.052617188,1193.847656,0.041914063,0.38828125,0.53046875,6.032226563,10.50292969,4.883789063,0.839746094,0,0,0,84466.49592,232791.7223,88893.80153,6375.065402,12460.89371,6061.656899,438417.1285,34643.0611,303473215.2
41.62109375,62.36328125,4.415039063,1.125927734,4.917158203,4.615029297,4.995126953,0.135761719,0.671855469,0.148613281,0.574550781,18.6328125,0.060820313,0.536621094,0.032617188,1043.847656,0.061914063,0.78828125,0.93046875,9.532226563,13.00292969,3.383789063,0.989746094,1,1,1,69746.38971,184625.0115,70729.1381,3994.262586,8536.599258,4901.620654,349933.5117,22519.70163,197272586.3
49.12109375,24.86328125,3.290039063,0.502177734,4.293408203,2.743779297,1.876376953,0.488261719,0.084355469,0.736113281,0.222050781,63.6328125,0.045820313,1.099121094,0.037617188,1006.347656,0.066914063,0.88828125,0.43046875,6.907226563,12.37792969,3.758789063,0.802246094,1,1,0,14324.78288,30575.75469,17315.47243,1124.536518,1431.726466,1193.274479,119344.5692,6016.791616,52707094.56
79.12109375,54.86328125,4.790039063,2.997177734,1.798408203,0.248779297,4.371376953,0.018261719,0.554355469,0.266113281,0.692050781,-116.3671875,0.065820313,1.849121094,0.057617188,1156.347656,0.046914063,0.48828125,0.83046875,10.40722656,14.87792969,5.258789063,0.952246094,0,0,1,130284.8543,346120.5688,138639.9495,7904.550858,14114.98535,7374.424798,672487.5791,34561.10938,302755318.1
64.12109375,39.86328125,4.040039063,1.749677734,0.550908203,1.496279297,0.628876953,0.253261719,0.789355469,0.031113281,0.927050781,-26.3671875,0.035820313,0.724121094,0.067617188,931.3476563,0.036914063,0.68828125,0.63046875,5.157226563,11.12792969,4.508789063,0.727246094,1,1,1,62787.934,141086.6977,50488.76016,4542.692355,6232.779428,2863.804355,313464.8973,25367.67157,222220802.9
34.12109375,69.86328125,5.540039063,4.244677734,3.045908203,3.991279297,3.123876953,0.723261719,0.319355469,0.501113281,0.457050781,153.6328125,0.055820313,1.474121094,0.047617188,1081.347656,0.056914063,0.28828125,0.23046875,8.657226563,13.62792969,3.008789063,0.877246094,0,0,0,49884.20253,127600.2201,53666.85397,2254.896575,2940.299444,1920.226104,266903.9072,9026.509143,79072220.09
30.37109375,28.61328125,3.852539063,2.685302734,0.862783203,4.926904297,1.564501953,0.547011719,0.025605469,0.207363281,0.398300781,131.1328125,0.068320313,0.817871094,0.050117188,987.5976563,0.044414063,0.73828125,0.48046875,6.469726563,12.06542969,5.446289063,0.708496094,1,0,1,20488.14835,51104.13134,18667.10278,1115.478837,1485.21176,784.8473208,101373.3939,4728.971903,41425793.87
60.37109375,58.61328125,5.352539063,0.190302734,3.357783203,2.431904297,4.059501953,0.077011719,0.495605469,0.677363281,0.868300781,-48.8671875,0.048320313,1.567871094,0.030117188,1137.597656,0.064414063,0.33828125,0.88046875,9.969726563,14.56542969,3.946289063,0.858496094,0,1,0,124180.4019,362207.5228,146633.6478,7884.599049,19590.05591,10566.81769,703154.3533,49644.98374,434890057.5
75.37109375,43.61328125,3.102539063,3.932802734,4.605283203,1.184404297,0.317001953,0.312011719,0.730605469,0.912363281,0.633300781,-138.8671875,0.058320313,1.192871094,0.040117188,912.5976563,0.054414063,0.53828125,0.68046875,8.219726563,10.81542969,3.196289063,0.783496094,1,0,0,54545.61391,138934.4372,63739.75575,2153.175234,2601.593912,1931.159199,312503.218,9073.465642,79483559.02
45.37109375,73.61328125,4.602539063,1.437802734,2.110283203,3.679404297,2.812001953,0.782011719,0.260605469,0.442363281,0.163300781,41.1328125,0.038320313,1.942871094,0.060117188,1062.597656,0.034414063,0.13828125,0.28046875,11.71972656,13.31542969,4.696289063,0.933496094,0,1,1,42846.61406,75381.65183,26162.30812,1691.18986,1058.712692,618.2501139,213187.0739,3537.121446,30985183.87
37.87109375,36.11328125,5.727539063,2.061552734,1.486533203,4.303154297,0.940751953,0.429511719,0.848105469,0.559863281,0.515800781,86.1328125,0.053320313,1.380371094,0.065117188,1100.097656,0.039414063,0.23828125,0.78046875,5.594726563,11.44042969,5.821289063,0.820996094,0,1,0,67581.67524,188277.518,66438.25519,6803.495642,15095.85005,6238.98792,355611.8681,40204.36388,352190227.6
67.87109375,66.11328125,4.227539063,4.556552734,3.981533203,1.808154297,3.435751953,0.899511719,0.378105469,0.089863281,0.045800781,-93.8671875,0.033320313,0.630371094,0.045117188,950.0976563,0.059414063,0.63828125,0.38046875,9.094726563,13.94042969,4.321289063,0.970996094,1,0,1,46274.28535,89277.99109,44075.64777,2108.766808,1751.68072,1677.273195,263895.4335,5606.159871,49109960.47
52.87109375,21.11328125,4.977539063,0.814052734,2.734033203,0.560654297,2.188251953,0.664511719,0.143105469,0.324863281,0.280800781,-3.8671875,0.063320313,1.755371094,0.035117188,1175.097656,0.069414063,0.43828125,0.58046875,7.344726563,10.19042969,3.571289063,0.745996094,0,1,1,40855.13647,114575.0386,43306.53846,3084.679352,7054.746425,3620.439659,211038.8079,23482.84709,205709740.5
22.87109375,51.11328125,3.477539063,3.309052734,0.239033203,3.055654297,4.683251953,0.194511719,0.613105469,0.794863281,0.750800781,176.1328125,0.043320313,1.005371094,0.055117188,1025.097656,0.049414063,0.83828125,0.98046875,10.84472656,12.69042969,5.071289063,0.895996094,1,0,0,30202.61378,73993.04908,26659.65062,1777.644859,2564.070829,1318.024293,140013.9889,5532.173348,48461838.53
21.93359375,37.05078125,4.368164063,4.322646484,4.215439453,3.601435547,2.422158203,0.091699219,0.422167969,0.251425781,0.618613281,-65.7421875,0.063945313,1.356933594,0.068242188,1104.785156,0.046289063,0.52578125,0.24296875,11.39160156,13.54980469,3.711914063,0.928808594,0,1,1,16380.6675,37688.62021,14447.9682,833.5422735,873.3008966,531.2345511,82363.00249,2439.0997,21366513.37
51.93359375,67.05078125,5.868164063,1.827646484,1.720439453,1.106435547,4.917158203,0.561699219,0.892167969,0.721425781,0.148613281,114.2578125,0.043945313,0.606933594,0.048242188,954.7851563,0.066289063,0.12578125,0.64296875,7.891601563,11.04980469,5.211914063,0.778808594,1,0,0,113685.9547,313200.9176,130921.8407,7323.765474,14667.73915,8739.189839,611478.6926,41603.30285,364444932.9
66.93359375,22.05078125,3.618164063,3.075146484,0.472939453,2.353935547,1.174658203,0.796699219,0.657167969,0.486425781,0.383613281,24.2578125,0.053945313,1.731933594,0.038242188,1179.785156,0.056289063,0.72578125,0.84296875,9.641601563,14.79980469,5.961914063,0.853808594,0,1,0,32786.14063,85171.33986,36712.50095,3219.300266,6428.373059,3280.800804,222388.5594,18335.33945,160617573.6
36.93359375,52.05078125,5.118164063,0.580146484,2.967939453,4.848935547,3.669658203,0.326699219,0.187167969,0.016425781,0.853613281,-155.7421875,0.033945313,0.981933594,0.058242188,1029.785156,0.036289063,0.32578125,0.44296875,6.141601563,12.29980469,4.461914063,0.703808594,1,0,1,51286.39135,132194.8399,50997.76232,2977.151447,4222.659896,2015.511442,264451.5844,12969.77232,113615205.5
44.43359375,29.55078125,5.493164063,1.203896484,3.591689453,2.977685547,0.550908203,0.914199219,0.539667969,0.838925781,0.266113281,-110.7421875,0.058945313,0.794433594,0.053242188,992.2851563,0.031289063,0.42578125,0.94296875,10.51660156,12.92480469,3.336914063,0.891308594,1,0,0,58008.68198,163069.7026,57779.89764,4385.016802,9957.316766,4005.760441,287876.3407,21859.66642,191490677.8
74.43359375,59.55078125,3.993164063,3.698896484,1.096689453,0.482685547,3.045908203,0.444199219,0.069667969,0.368925781,0.736113281,69.2578125,0.038945313,1.544433594,0.033242188,1142.285156,0.051289063,0.82578125,0.54296875,7.016601563,10.42480469,4.836914063,0.741308594,0,1,1,71331.86456,172547.5311,78261.30273,3710.324096,5568.328794,3952.73339,420599.0246,21059.31006,184479556.1
59.43359375,44.55078125,4.743164063,2.451396484,2.344189453,1.730185547,1.798408203,0.209199219,0.304667969,0.133925781,0.501113281,159.2578125,0.068945313,1.169433594,0.043242188,917.2851563,0.061289063,0.22578125,0.34296875,8.766601563,14.17480469,5.586914063,0.966308594,1,0,1,46311.93812,118387.3706,55116.13606,1821.651689,2190.961204,1618.050253,263913.5211,7579.165872,66393493.04
29.43359375,74.55078125,3.243164063,4.946396484,4.839189453,4.225185547,4.293408203,0.679199219,0.774667969,0.603925781,0.031113281,-20.7421875,0.048945313,1.919433594,0.063242188,1067.285156,0.041289063,0.62578125,0.74296875,5.266601563,11.67480469,4.086914063,0.816308594,0,1,0,55225.75492,135185.1085,49338.92552,3843.426188,5371.785688,2626.676354,276241.9581,19876.22977,174115772.8
33.18359375,25.80078125,4.555664063,3.387021484,1.408564453,4.537060547,0.239033203,0.855449219,0.480917969,0.075175781,0.089863281,-88.2421875,0.036445313,1.075683594,0.035742188,1011.035156,0.058789063,0.37578125,0.99296875,10.07910156,12.61230469,4.649414063,0.985058594,1,1,1,32499.5208,93380.53522,36576.53797,2140.417829,5068.598936,2563.304897,175937.8404,13014.32608,114005496.5
63.18359375,55.80078125,3.055664063,0.892021484,3.903564453,2.042060547,2.734033203,0.385449219,0.010917969,0.545175781,0.559863281,91.7578125,0.056445313,1.825683594,0.055742188,1161.035156,0.038789063,0.77578125,0.59296875,6.579101563,10.11230469,3.149414063,0.835058594,0,0,0,54993.95934,110515.8606,47158.35394,2811.474308,2362.077429,1540.86695,274679.2549,10875.95465,95273362.71
78.18359375,40.80078125,5.305664063,4.634521484,2.656064453,0.794560547,1.486533203,0.150449219,0.245917969,0.780175781,0.794863281,1.7578125,0.046445313,0.700683594,0.065742188,936.0351563,0.048789063,0.17578125,0.39296875,11.82910156,13.86230469,3.899414063,0.910058594,1,1,0,56992.26651,121756.1336,49186.40771,2388.767574,2401.915086,1476.219449,297966.2854,6837.07252,59892755.27
48.18359375,70.80078125,3.805664063,2.139521484,0.161064453,3.289560547,3.981533203,0.620449219,0.715917969,0.310175781,0.324863281,-178.2421875,0.066445313,1.450683594,0.045742188,1086.035156,0.068789063,0.57578125,0.79296875,8.329101563,11.36230469,5.399414063,0.760058594,0,0,1,83476.25877,222998.9238,100566.0856,4354.287491,7209.018667,5141.521906,462108.1626,21598.83568,189205800.6
40.68359375,48.30078125,3.430664063,1.515771484,0.784814453,3.913310547,2.110283203,0.032949219,0.363417969,0.662675781,0.912363281,-133.2421875,0.041445313,1.638183594,0.040742188,1123.535156,0.063789063,0.67578125,0.29296875,9.204101563,13.23730469,5.024414063,0.872558594,0,0,0,19944.32565,38910.42751,23904.82326,790.7139747,496.9254145,694.1932847,113723.3769,1912.107472,16750061.45
70.68359375,78.30078125,4.930664063,4.010771484,3.279814453,1.418310547,4.605283203,0.502949219,0.833417969,0.192675781,0.442363281,46.7578125,0.061445313,0.888183594,0.060742188,973.5351563,0.043789063,0.27578125,0.69296875,5.704101563,10.73730469,3.524414063,0.722558594,1,1,1,170536.0341,444206.4666,169959.0787,12312.53995,21252.68531,10460.05182,931258.4398,68082.33182,596401226.8
55.68359375,33.30078125,4.180664063,0.268271484,4.527314453,0.170810547,0.862783203,0.737949219,0.598417969,0.427675781,0.207363281,136.7578125,0.031445312,1.263183594,0.050742188,1198.535156,0.033789063,0.87578125,0.89296875,10.95410156,14.48730469,4.274414063,0.947558594,0,0,1,49485.75537,122295.3005,41213.30685,2706.477122,4403.312426,2137.79537,230459.1323,8374.65049,73361938.29
25.68359375,63.30078125,5.680664063,2.763271484,2.032314453,2.665810547,3.357783203,0.267949219,0.128417969,0.897675781,0.677363281,-43.2421875,0.051445313,0.513183594,0.030742188,1048.535156,0.053789063,0.47578125,0.49296875,7.454101563,11.98730469,5.774414063,0.797558594,1,1,0,46483.32255,131313.0487,51508.32437,2373.520809,5113.454334,2863.705035,259252.9668,14136.88126,123839079.9
23.80859375,31.42578125,3.149414063,2.295458984,3.123876953,1.262373047,4.761220703,0.767324219,0.040292969,0.398300781,0.706738281,-99.4921875,0.047695313,0.841308594,0.056992188,1095.410156,0.055039063,0.15078125,0.81796875,11.17285156,10.26855469,5.493164063,0.806933594,1,0,1,16784.15513,42294.39528,18853.4389,731.0512786,890.4912456,661.5499974,90048.86575,2728.665678,23903111.34
53.80859375,61.42578125,4.649414063,4.790458984,0.628876953,3.757373047,2.266220703,0.297324219,0.510292969,0.868300781,0.236738281,80.5078125,0.067695313,1.591308594,0.036992188,945.4101563,0.035039063,0.55078125,0.41796875,7.672851563,12.76855469,3.993164063,0.956933594,0,1,0,64769.7642,160439.2457,57105.09379,3658.136288,5955.740969,2833.39757,329517.2419,19457.06175,170443860.9
68.80859375,46.42578125,3.899414063,1.047958984,1.876376953,2.509873047,3.513720703,0.062324219,0.745292969,0.633300781,0.471738281,170.5078125,0.037695313,1.216308594,0.046992188,1170.410156,0.045039063,0.35078125,0.21796875,9.422851563,11.51855469,3.243164063,0.731933594,1,0,0,24954.68228,37130.17616,18207.95675,891.5358248,252.9128038,384.7266749,129836.7777,1528.387603,13388675.4
38.80859375,76.42578125,5.399414063,3.542958984,4.371376953,0.014873047,1.018720703,0.532324219,0.275292969,0.163300781,0.941738281,-9.4921875,0.057695313,1.966308594,0.066992188,1020.410156,0.065039063,0.75078125,0.61796875,5.922851563,14.01855469,4.743164063,0.881933594,0,1,1,108919.8049,290730.5189,108096.4116,9008.225436,17499.68307,8459.175901,543907.9504,52911.33784,463503319.4
46.30859375,38.92578125,5.024414063,2.919208984,4.995126953,1.886123047,2.889970703,0.179824219,0.862792969,0.750800781,0.354238281,-54.4921875,0.032695313,1.403808594,0.061992188,982.9101563,0.060039063,0.85078125,0.31796875,10.29785156,10.89355469,5.868164063,0.769433594,0,1,0,36416.42023,76004.89763,31116.90676,2827.129639,4204.156443,2585.276838,225256.6961,12433.46907,108917189.1
76.30859375,68.92578125,3.524414063,0.424208984,2.500126953,4.381123047,0.394970703,0.649824219,0.392792969,0.280800781,0.824238281,125.5078125,0.052695313,0.653808594,0.041992188,1132.910156,0.040039063,0.45078125,0.71796875,6.797851563,13.39355469,4.368164063,0.919433594,1,0,1,87167.94085,207471.6359,82548.14464,3751.943823,4047.009994,2475.040908,463613.3871,13760.06861,120538201
61.30859375,23.92578125,5.774414063,4.166708984,1.252626953,3.133623047,4.137470703,0.884824219,0.157792969,0.045800781,0.589238281,35.5078125,0.042695313,1.778808594,0.031992188,907.9101563,0.030039062,0.65078125,0.91796875,8.547851563,12.14355469,3.618164063,0.844433594,0,1,1,73192.11614,210851.2249,65151.84511,6391.452934,16514.47269,5963.572003,343000.7528,44203.69522,387224370.2
31.30859375,53.92578125,4.274414063,1.671708984,3.747626953,0.638623047,1.642470703,0.414824219,0.627792969,0.515800781,0.119238281,-144.4921875,0.062695313,1.028808594,0.051992188,1057.910156,0.050039063,0.25078125,0.51796875,5.047851563,14.64355469,5.118164063,0.994433594,1,0,0,43500.88896,115509.5971,48029.01772,2801.43219,4335.329491,2321.840364,234138.9881,13753.94478,120484556.3
27.55859375,42.67578125,5.961914063,0.112333984,0.317001953,0.326748047,2.578095703,0.238574219,0.921542969,0.222050781,0.060488281,-121.9921875,0.050195313,1.685058594,0.049492188,1001.660156,0.047539063,0.70078125,0.36796875,9.860351563,11.20605469,4.180664063,0.825683594,0,0,1,38762.49722,107229.4409,41149.38363,2362.688221,4455.072515,2192.210888,197626.5756,11196.60863,98082291.62
57.55859375,72.67578125,4.461914063,2.607333984,2.812001953,2.821748047,0.083095703,0.708574219,0.451542969,0.692050781,0.530488281,58.0078125,0.030195312,0.935058594,0.069492188,1151.660156,0.067539063,0.30078125,0.76796875,6.360351563,13.70605469,5.680664063,0.975683594,1,1,0,116508.8438,283407.6773,122038.1699,7839.650039,11610.98234,7309.323265,607378.2679,40250.41748,352593657.1
72.55859375,27.67578125,5.211914063,1.359833984,4.059501953,4.069248047,3.825595703,0.943574219,0.216542969,0.927050781,0.765488281,148.0078125,0.060195313,1.310058594,0.059492188,926.6601563,0.057539063,0.50078125,0.96796875,11.61035156,12.45605469,4.930664063,0.750683594,0,0,0,87279.21743,244150.3934,90913.48457,6712.85886,14658.98722,6782.618274,440988.1011,32914.7781,288333456.2
